"","cell_diameter_um","spindle_length__asters_um","spindle_length_poles_um","spindle_width_um","spindle_aspect_ratio_asters_um","spindle_aspect_ratio_poles_um","metaphase_plate_lengt_h_um","metaphase_plate_width_um","metaphase_plate_aspect_ratio_um","distance_between_chromosomes_um","genome","astere.to.pole_distance_AVG","inner_aster_diameter_AVG","polar_body_diameter_AVG","outer_aster_diameter_AVG"
"518",34.83018,22.89672,18.40146,13.98705,1.63699421965318,1.31560693641618,13.01685,5.06121,2.57188498402556,0,230,0,4.75398,5.855495,19.5638090920275
"519",12.43473,5.74035,5.74035,2.99145,1.91891891891892,1.91891891891892,2.99145,1.39062,2.15116279069767,0,230,0,2.30492691125578,5.855495,13.2226816800758
"521",84.66612,23.17161,16.8168,7.90713,2.93047034764826,2.12678936605317,6.27396,3.03996,2.06382978723404,0,230,0.9702,5.473545,5.855495,25.37073
"522",31.3698,16.05681,16.05681,8.5701,1.87358490566038,1.87358490566038,8.26287,2.31231,3.57342657342657,0,230,0,2.78124,5.855495,10.470075
"523",154.1,45.8,31.1,6.3,7.26984126984127,4.93650793650794,6.1,1.2,5.08333333333333,0,230,0,11,5.855495,46.5
"524",116,44.9,29.8,5.8,7.74137931034483,5.13793103448276,6.02689992811288,2.84056469958143,2.41722211583017,0,230,0,13.35,5.855495,44.55
"525",113.8,30.8,19.6,5.9,5.22033898305085,3.32203389830508,6.02689992811288,2.84056469958143,2.41722211583017,0,230,0,8.25,5.855495,49.15
"526",145.6,49.8,34,6.2,8.03225806451613,5.48387096774194,6.02689992811288,2.84056469958143,2.41722211583017,0,230,0,12.3,12.4,37.1
"527",84.8,28.1,22,15.7,1.78980891719745,1.40127388535032,11.8355651783491,4.02368114727612,2.90041819763694,0,230,0,10.3,12.4,53.9
"528",181.5,53.1,40,9.4,5.64893617021277,4.25531914893617,9.51758521081112,4.05825879550615,2.39631245317908,0,230,0,19.2,12.4,85.3
"530",167.6,54.2,33.3,9.7,5.58762886597938,3.43298969072165,8.8,1.6,5.5,0,230,0,17.4,12.4,70.5
"531",62.5,23.5,16,8.8,2.67045454545455,1.81818181818182,7.4,3.1,2.38709677419355,0,230,0,9.55,12.4,24.2
"532",194.3,38.5,29.6,8.8,4.375,3.36363636363636,8,2.2,3.63636363636364,0,230,0,11.5,12.4,41.4
"533",134.8,36.9,26.2,10.4,3.54807692307692,2.51923076923077,10.2,3.7,2.75675675675676,0,230,0,14.3,12.4,60.65
"534",113.7,39.3,29.3,9.5,4.13684210526316,3.08421052631579,9.7,4.5,2.15555555555556,0,230,0,12.7,12.4,50.3
"535",68.8,20.4,13.5,4.6,4.43478260869565,2.93478260869565,3.9,2.8,1.39285714285714,0,230,0,5.15,12.4,19.65
"536",91.3,20.1,16.8,5.8,3.46551724137931,2.89655172413793,5.4,1.9,2.8421052631579,0,230,0,7.85,12.4,22.95
"538",38.7,20.1,15.4,5.5,3.65454545454545,2.8,5.9,2.3,2.56521739130435,0,230,0,5.5,12.4,16.3
"540",143.1,50.2,29.4,10.2,4.92156862745098,2.88235294117647,10.9,1.9,5.73684210526316,0,230,5.2,9.5,12.4,48.15
"541",128.1,47.3,27.2,8.6,5.5,3.16279069767442,7.3,3.1,2.35483870967742,0,230,0,8.55,12.4,63.3
"542",156.3,49.3,30.8,7.5,6.57333333333333,4.10666666666667,8.3,1.2,6.91666666666667,0,230,3.65,13.8,12.4,62.9
"543",112.1,43.7,25.3,8.1,5.39506172839506,3.12345679012346,9.8,2.5,3.92,0,230,3.75,15.5,12.4,57.95
"544",155.9,45.3,29.7,10.2,4.44117647058824,2.91176470588235,11.2,2.3,4.8695652173913,0,230,2.75,13.8,12.4,76.55
"545",129.45992,29.66522,19.9,22.56228,0.882236635659162,1.31481481481481,17.80556,11.82752,1.5054347826087,0,230,0,11.29721,12.4,60.64818
"546",234.52558,33.1,23.5,8.61352,3.8,2.7,8.13142,4.4996,1.80714285714286,0,230,0,10.20445,12.4,48.24214
"547",26.70834,12.5346,8.90967,4.08178,2.18279035126832,3.07086614173228,4.91013581004176,2.73835964164731,2.42802252923904,0,230,0,4.46746,12.4,19.5638090920275
"548",26.00126,11.69896,7.4382,6.97438,1.06650340245298,1.67741935483871,5.38375468821636,3.02453285176472,2.31519116324732,0,230,0,2.02482,12.4,11.4275506508551
"549",99.7947,17.0342,13.01685,9.99554,1.30226581055151,1.70418006430868,7.84216,4.4996,1.74285714285714,0,230,0.980196262224061,8.40461,12.4,30.91868
"550",144.75856,22.94796,15.94362,7.29578,2.18532082930132,3.14537444933921,6.36372,2.60334,2.44444444444444,0,230,1.75163,6.71726,12.4,24.66745
"552",31.20794,16.8735,8.48925,4.78886,1.77270790960688,3.52348993288591,4.78886,6.65298,0.719806763285024,0,230,0.418530179249631,4.40727326526556,12.4,19.5638090920275
"553",32.84708,11.98822,7.38969,3.8568,1.91601586807716,3.10833333333333,3.72824,2.95688,1.26086956521739,0,230,0.337260604726348,4.56388,12.4,19.5638090920275
"554",27.12616,14.7844,9.28158,2.98902,3.10522512395367,4.94623655913978,4.24248,1.34988,3.14285714285714,0,230,0.337260604726348,5.80127,12.4,20.8502875161883
"556",84.0461,16.07,11.62623,7.19936,1.61489771313006,2.23214285714286,5.20668,3.8568,1.35,0,230,2.34622,5.17454,12.4,21.14812
"557",123.54616,24.77994,16.17,7.16722,2.25610487748388,3.45739910313901,6.94224,2.31408,3,0,230,1.97661,5.89769,12.4,26.7865248425809
"558",36.51104,15.04152,9.50796,7.0708,1.34467952706907,2.12727272727273,8.25998,2.50692,3.2948717948718,0,230,0,3.214,12.4,18.5645585803543
"560",168.15648,32.17214,22.50864,14.97724,1.50285633401081,2.1480686695279,10.4455,2.15338,4.85074626865672,0,230,3.56754,11.81145,12.4,55.61827
"561",143.47296,33.03992,27.23028,9.9634,2.73303089306863,3.31612903225806,10.2848,2.66762,3.85542168674699,0,230,3.30362260708981,10.83118,12.4,276.35579
"562",159.80008,33.13634,21.19887,9.9634,2.12767428789369,3.3258064516129,10.4455,3.5354,2.95454545454545,0,230,3.14972,9.85091,12.4,50.21875
"563",197.75742,27.35114,21.05334,9.44916,2.22806471686372,2.89455782312925,8.8385,3.11758,2.83505154639175,0,230,5.12633,9.60986,12.4,76.70211
"564",48.94922,28.34748,14.26194,8.8385,1.61361543248289,3.20727272727273,8.22784,3.98536,2.06451612903226,0,230,0,5.07812,12.4,26.4171874076673
"565",160.50716,37.66808,25.35456,8.48496,2.98817672682016,4.43939393939394,7.67150862895273,3.23959835712777,2.66420982742751,0,230,0,16.90564,12.4,60.68032
"566",132.54536,20.21606,15.8466,7.5529,2.09808153159713,2.67659574468085,10.4455,2.5712,4.0625,0,230,1.78377,9.91519,12.4,38.43944
"567",87.0994,16.74494,11.28666,5.56022,2.02989450057732,3.01156069364162,6.29944,2.21766,2.84057971014493,0,230,0.56245,6.68512,12.4,23.59076
"568",64.31214,17.677,10.80156,8.1957,1.31795453713533,2.15686274509804,8.5171,2.95688,2.8804347826087,0,230,0,6.50835,12.4,26.66013
"569",130.84194,22.1766,17.31807,8.13142,2.12977192175536,2.72727272727273,7.67150862895273,3.01932572451441,2.69301363387314,0,230,0,10.71869,12.4,49.7287746081984
"570",89.89558,17.29132,10.9956,8.1957,1.34163036714375,2.10980392156863,6.69089061405621,3.23822710335645,2.28638735680169,0,230,0,8.29212,12.4,33.03992
"571",153.56492,31.11152,19.20996,7.52076,2.55425781436982,4.13675213675214,6.81368,1.51058,4.51063829787234,0,230,0,7.61718,12.4,41.0322611138682
"572",194.35058,40.52854,26.72901,12.11678,2.20594993059212,3.3448275862069,11.4556569238103,3.73482453837349,3.02691410492289,0,230,0,13.51487,12.4,47.53506
"574",26.85837,11.38368,11.38368,6.96927,1.63341067285383,1.63341067285383,9.03903,6.04758,1.49465240641711,0,814,0,2.837835,5.182485,15.9794101504948
"575",24.72393,13.29174,13.29174,6.19311,2.14621409921671,2.14621409921671,9.94455,3.94548,2.52049180327869,0,814,0,2.1021,5.182485,11.4275506508551
"578",38.08035,14.97342,12.20835,4.6893,3.19310344827586,2.60344827586207,7.06629,4.05867,1.74103585657371,0,814,0,2.15061,5.182485,11.4275506508551
"580",29.33238,14.3913,12.90366,5.31993,2.70516717325228,2.42553191489362,7.90713,3.78378,2.08974358974359,0,814,0,2.191035,5.182485,12.4781480951399
"581",34.29657,14.14875,11.77176,6.58119,2.14987714987715,1.78869778869779,9.8637,3.29868,2.99019607843137,0,814,0,2.29614,5.182485,12.51558
"582",33.40722,13.06536,11.28666,6.54885,1.99506172839506,1.72345679012346,9.28158,4.72164,1.96575342465753,0,814,0,2.34465,5.182485,13.2226816800758
"583",30.22173,15.41001,12.03048,9.36243,1.64594127806563,1.28497409326425,10.81773,3.57357,3.02714932126697,0,814,0,2.29614,5.182485,12.4781480951399
"584",28.87962,13.82535,11.20581,5.93439,2.32970027247956,1.88828337874659,8.32755,3.5574,2.34090909090909,0,814,0,2.320395,5.182485,13.2226816800758
"585",30.78768,15.87894,13.13004,8.29521,1.91423001949318,1.58284600389864,9.52413,5.25525,1.81230769230769,0,814,0,1.641255,5.182485,9.54735885968305
"586",26.43795,14.81172,10.49433,6.72672,2.20192307692308,1.56009615384615,9.89604,5.10972,1.93670886075949,0,814,0,2.37699,5.182485,13.2226816800758
"593",24.52989,12.82281,10.52667,7.53522,1.70171673819742,1.39699570815451,10.23561,5.51397,1.85630498533724,0,814,0,1.996995,5.182485,16.13766
"594",31.95192,11.78793,7.68075,8.13351,1.4493041749503,0.944333996023857,9.3786,4.851,1.93333333333333,0,814,0,2.724645,5.182485,13.84152
"595",32.5017,10.78539,9.02286,8.52159,1.26565464895636,1.05882352941176,11.18964,4.22037,2.65134099616858,0,814,0,2.4255,5.182485,19.218045
"596",29.07366,11.82027,8.13351,6.09609,1.93899204244032,1.3342175066313,8.99052,4.22037,2.13026819923372,0,814,0,2.449755,5.182485,12.62877
"597",34.58763,16.13766,11.57772,5.99907,2.6900269541779,1.92991913746631,10.54284,3.73527,2.82251082251082,0,814,0,3.112725,5.182485,21.223125
"603",34.9272,13.71216,11.319,8.18202,1.67588932806324,1.38339920948617,12.11133,1.95657,6.1900826446281,0,814,0.21021,2.89443,5.182485,15.159375
"604",30.06003,14.66619,12.35388,8.16585,1.7960396039604,1.51287128712871,10.26795,4.33356,2.36940298507463,0,814,0.33957,2.39316,5.182485,13.92237
"605",29.97918,12.75813,10.73688,8.50542,1.5,1.26235741444867,11.44836,1.89189,6.05128205128205,0,814,0,2.24763,5.182485,13.558545
"606",38.30673,15.32916,12.67728,7.87479,1.94661190965092,1.60985626283368,6.53268,4.43058,1.47445255474453,0,814,0.40425,2.401245,5.182485,15.790005
"607",31.90341,13.17855,9.94455,6.19311,2.12793733681462,1.60574412532637,8.97435,3.60591,2.48878923766816,0,814,0,2.449755,5.182485,16.938075
"608",32.64723,12.40239,10.6722,5.25525,2.36,2.03076923076923,8.47308,3.89697,2.17427385892116,0,814,0,2.562945,5.182485,16.598505
"609",33.43956,13.11387,11.07645,6.82374,1.9218009478673,1.62322274881517,9.78285,3.12081,3.13471502590674,0,814,0,2.60337,5.182485,14.819805
"610",35.20209,12.09516,10.42965,6.19311,1.95300261096606,1.68407310704961,9.79902,2.52252,3.88461538461538,0,814,0,3.12081,5.182485,13.35642
"611",30.80385,13.19472,10.6722,7.14714,1.84615384615385,1.49321266968326,9.45945,2.34465,4.03448275862069,0,814,0,3.096555,5.182485,15.78192
"612",26.16306,10.78539,9.03903,7.47054,1.44372294372294,1.20995670995671,10.12242,4.0425,2.504,0,814,0,2.47401,5.182485,13.34025
"613",28.6209,13.79301,11.62623,7.82628,1.76239669421488,1.48553719008264,10.46199,2.95911,3.53551912568306,0,814,0,3.75144,5.182485,16.905735
"614",27.69921,12.75813,10.81773,7.79394,1.63692946058091,1.38796680497925,11.6424,2.94294,3.95604395604396,0,814,0,3.16932,5.182485,14.480235
"615",26.59965,13.03302,10.10625,9.15222,1.42402826855124,1.10424028268551,10.68837,3.54123,3.01826484018265,0,814,0,3.05613,5.182485,13.08153
"616",74.55987,25.46775,21.5061,7.17948,3.5472972972973,2.9954954954955,11.27049,7.19565,1.56629213483146,0,814,0,5.230995,5.46546,26.3981487983206
"617",70.14546,29.18685,22.81587,9.83136,2.96875,2.32072368421053,10.73688,6.85608,1.56603773584906,0,814,0,5.70801,5.46546,30.819384867614
"618",94.15791,30.57747,19.51719,12.7743,2.39367088607595,1.52784810126582,14.56917,2.94294,4.95054945054945,0,814,4.341645,6.653955,5.46546,23.648625
"620",53.23164,15.24831,9.76668,6.69438,2.27777777777778,1.45893719806763,9.99306,3.63825,2.74666666666667,0,814,0.12977880316694,2.9106,4.034415,21.9648426032059
"621",45.04962,15.44235,9.66966,5.57865,2.76811594202899,1.73333333333333,9.18456,3.28251,2.79802955665025,0,814,1.204665,2.918685,4.034415,9.629235
"622",46.31088,17.68998,10.65603,6.59736,2.68137254901961,1.61519607843137,8.35989,2.79741,2.98843930635838,0,814,1.641255,3.234,4.034415,11.70708
"623",42.30072,14.27811,10.5105,6.7914,2.10238095238095,1.54761904761905,9.52413,3.81612,2.49576271186441,0,814,0,3.371445,4.034415,9.758595
"624",70.25865,19.54953,11.52921,7.42203,2.63398692810458,1.55337690631808,9.87987,2.7489,3.59411764705882,0,814,2.02125,3.91314,5.861625,33.059565
"625",63.09534,19.35549,11.70708,6.77523,2.85680190930788,1.72792362768496,9.18456,3.16932,2.89795918367347,0,814,2.34465,3.62208,5.861625,36.85143
"626",66.41019,20.94015,12.2892,6.75906,3.09808612440191,1.81818181818182,8.45691,3.92931,2.1522633744856,0,814,2.11827,4.147605,5.861625,35.339535
"627",65.0034,21.37674,13.04919,6.64587,3.21654501216545,1.96350364963504,8.52159,2.60337,3.27329192546584,0,814,2.562945,4.697385,5.861625,37.77312
"632",44.43516,17.31807,12.17601,5.09355,3.4,2.39047619047619,5.35227,5.69184,0.940340909090909,0,814,0.3234,3.096555,5.861625,22.46013
"633",39.68118,15.1998,11.23815,6.48417,2.34413965087282,1.73316708229426,7.97181,3.36336,2.37019230769231,0,814,0.37191,4.07484,5.861625,21.514185
"643",50.2887,18.70869,12.53175,9.16839,2.04056437389771,1.3668430335097,10.70454,2.86209,3.74011299435028,0,814,1.366365,4.422495,5.861625,26.79369
"644",51.54996,18.95124,12.96834,8.27904,2.2890625,1.56640625,10.10625,3.13698,3.22164948453608,0,814,1.98891,3.7191,5.861625,25.605195
"646",58.50306,21.94269,14.16492,7.03395,3.11954022988506,2.01379310344828,10.73688,2.95911,3.62841530054645,0,814,1.301685,4.697385,5.861625,20.463135
"647",56.33628,21.42525,14.26194,6.98544,3.06712962962963,2.04166666666667,9.24924,5.25525,1.76,0,814,1.74636,4.38207,5.861625,26.00136
"648",48.46149,22.33077,13.97088,7.72926,2.88912133891213,1.80753138075314,10.57518,2.95911,3.57377049180328,0,814,2.13444,5.861625,5.861625,19.69506
"649",47.58831,20.94015,13.59897,8.92584,2.34601449275362,1.52355072463768,9.00669,1.82721,4.92920353982301,0,814,1.673595,4.713555,5.861625,19.22613
"650",54.44439,20.94015,13.2594,9.0552,2.3125,1.46428571428571,10.46199,2.79741,3.73988439306358,0,814,1.73019,5.0127,5.861625,22.76736
"655",52.84356,20.5359,13.03302,7.47054,2.74891774891775,1.74458874458874,11.20581,3.97782,2.81707317073171,0,814,1.50381,4.70547,4.519515,25.80732
"656",48.17043,20.72994,12.24069,6.59736,3.1421568627451,1.85539215686275,11.02794,5.1744,2.13125,0,814,2.03742,4.859085,4.519515,20.66526
"657",49.6419,19.0806,13.5828,9.03903,2.11091234347048,1.50268336314848,12.79047,5.69184,2.24715909090909,0,814,0.75999,4.98036,4.519515,23.25246
"658",59.00433,21.68397,13.87386,6.43566,3.36934673366834,2.15577889447236,10.54284,4.94802,2.13071895424837,0,814,2.4255,4.196115,4.519515,29.86599
"659",56.04522,18.66018,13.55046,8.95818,2.08303249097473,1.51263537906137,9.76668,6.17694,1.58115183246073,0,814,1.14807,3.678675,4.519515,32.19447
"660",55.57629,22.4763,14.65002,8.16585,2.75247524752475,1.79405940594059,9.89604,5.12589,1.93059936908517,0,814,0,5.958645,4.519515,31.98426
"661",54.08865,17.787,12.64494,6.7914,2.61904761904762,1.86190476190476,10.05774,5.43312,1.85119047619048,0,814,0.79233,3.193575,4.519515,26.122635
"662",41.18499,16.15383,12.43473,5.95056,2.71467391304348,2.08967391304348,9.41094,4.10718,2.29133858267717,0,814,0,2.50635,4.519515,21.15036
"663",54.15333,19.90527,12.4509,5.70801,3.48725212464589,2.18130311614731,8.7318,2.92677,2.98342541436464,0,814,1.39062,3.500805,4.519515,26.300505
"664",45.72876,16.12149,9.62115,5.75652,2.80056179775281,1.67134831460674,6.93693,2.92677,2.37016574585635,0,814,1.2936,2.627625,4.519515,19.557615
"665",46.7313,16.44489,11.18964,5.44929,3.01780415430267,2.05341246290801,8.5701,3.67059,2.33480176211454,0,814,0.574035,3.177405,4.519515,26.95539
"666",59.81283,18.9189,13.37259,9.31392,2.03125,1.43576388888889,9.45945,3.84846,2.45798319327731,0,814,1.50381,3.63825,4.519515,35.23443
"670",64.30809,26.14689,18.25593,10.33263,2.53051643192488,1.76682316118936,12.15984,2.06976,5.875,0,814,2.15061,5.053125,5.328015,25.66179
"671",58.79412,21.32823,13.17855,6.50034,3.28109452736318,2.0273631840796,10.5105,2.06976,5.078125,0,814,2.23146,4.18803,4.681215,29.78514
"672",60.21708,22.10439,13.66365,7.09863,3.11389521640091,1.9248291571754,10.31646,1.43913,7.1685393258427,0,814,2.465925,5.95056,4.681215,30.33492
"673",31.48299,15.0381,10.93092,6.1446,2.44736842105263,1.77894736842105,11.12496,4.6893,2.37241379310345,0,814,0.67914,2.9106,4.681215,16.614675
"674",27.89325,14.18109,9.63732,7.21182,1.96636771300448,1.33632286995516,10.1871,5.23908,1.94444444444444,0,814,0,2.854005,4.681215,19.71123
"675",28.55622,13.80918,11.51304,6.40332,2.15656565656566,1.7979797979798,8.26287,4.851,1.70333333333333,0,814,0.40425,2.47401,4.681215,13.315995
"676",28.96047,14.05173,11.43219,9.79902,1.43399339933993,1.16666666666667,9.75051,3.78378,2.57692307692308,0,814,0,3.145065,4.681215,15.78192
"677",32.76042,15.18363,11.4807,11.86878,1.27929155313352,0.967302452316076,11.4807,4.60845,2.49122807017544,0,814,0,3.306765,4.681215,19.82442
"678",33.05148,13.95471,13.08153,7.77777,1.79417879417879,1.68191268191268,9.83136,3.99399,2.46153846153846,0,814,0,3.209745,4.681215,18.813795
"679",28.15197,14.61768,11.28666,8.8935,1.64363636363636,1.26909090909091,12.67728,4.72164,2.68493150684932,0,814,0.751905,2.530605,4.681215,15.612135
"680",21.40908,15.41001,11.73942,9.29775,1.65739130434783,1.26260869565217,10.9956,2.9106,3.77777777777778,0,814,0.6468,2.756985,4.681215,12.297285
"681",31.90341,15.28065,12.64494,9.11988,1.67553191489362,1.38652482269504,9.0552,4.3659,2.07407407407407,0,814,0.428505,2.47401,4.681215,14.53683
"682",30.98172,15.13512,13.00068,7.87479,1.92197125256673,1.65092402464066,8.82882,4.13952,2.1328125,0,814,0.30723,2.579115,4.681215,15.16746
"683",32.0166,15.15129,13.14621,10.47816,1.44598765432099,1.25462962962963,10.17093,3.33102,3.05339805825243,0,814,0.35574,2.78124,4.681215,15.806175
"684",29.72046,16.55808,13.03302,6.92076,2.39252336448598,1.88317757009346,10.85007,4.91568,2.20723684210526,0,814,0,2.676135,4.681215,15.482775
"685",27.55368,17.02701,12.80664,7.7616,2.19375,1.65,9.83136,3.76761,2.60944206008584,0,814,0,3.52506,4.681215,7.19565
"699",30.25407,10.75305,8.4084,7.4382,1.44565217391304,1.1304347826087,9.26541,3.00762,3.08064516129032,0,814,0,2.19912,4.681215,13.445355
"700",24.06096,10.88241,9.49179,10.07391,1.08025682182986,0.942215088282504,11.30283,3.234,3.495,0,814,0.218295,1.71402,4.681215,11.25432
"701",25.96902,11.57772,9.52413,7.97181,1.45233265720081,1.1947261663286,8.47308,3.28251,2.58128078817734,0,814,0,2.40933,4.681215,17.18871
"702",28.21665,15.13512,12.85515,9.87987,1.53191489361702,1.30114566284779,9.41094,4.6893,2.00689655172414,0,814,0,1.964655,4.681215,11.44836
"703",22.24992,12.17601,10.36497,7.87479,1.54620123203285,1.31622176591376,8.79648,3.47655,2.53023255813954,0,814,0,1.916145,4.681215,11.4275506508551
"704",31.96809,13.79301,11.25432,9.10371,1.51509769094139,1.23623445825932,9.83136,3.16932,3.10204081632653,0,814,0,2.47401,4.681215,13.61514
"705",29.52642,12.98451,11.10879,5.85354,2.21823204419889,1.89779005524862,7.87479,2.99145,2.63243243243243,0,814,0,1.770615,4.681215,8.53776
"706",25.64562,8.48925,6.32247,5.61099,1.51296829971182,1.12680115273775,7.05012,2.97528,2.3695652173913,0,814,0,1.835295,4.681215,5.845455
"707",21.44142,9.91221,6.72672,4.15569,2.3852140077821,1.61867704280156,5.09355,1.97274,2.58196721311475,0,814,0,1.9404,4.681215,11.4275506508551
"708",23.05842,11.25432,7.64841,3.42804,3.28301886792453,2.2311320754717,6.25779,2.55486,2.4493670886076,0,814,0,2.304225,4.681215,10.13859
"709",27.13326,10.12242,7.7616,6.1446,1.64736842105263,1.26315789473684,7.42203,2.81358,2.63793103448276,0,814,0,1.883805,4.681215,9.76668
"710",23.00991,9.41094,7.1148,4.09101,2.300395256917,1.73913043478261,7.77777,3.0723,2.53157894736842,0,814,0,1.66551,4.681215,12.475155
"712",27.63453,18.07806,12.15984,8.44074,2.14176245210728,1.44061302681992,11.20581,3.34719,3.34782608695652,0,814,1.414875,3.128895,4.212285,14.43981
"713",24.10947,14.553,13.34025,8.90967,1.63339382940109,1.497277676951,9.33009,4.15569,2.24513618677043,0,814,0,1.625085,4.212285,8.416485
"714",36.73824,19.48485,14.53683,10.60752,1.83689024390244,1.37042682926829,10.80156,3.89697,2.77178423236515,0,814,1.576575,2.676135,4.212285,15.401925
"715",33.77913,17.6253,11.78793,11.78793,1.49519890260631,1,9.33009,2.99145,3.11891891891892,0,814,1.50381,4.0425,4.212285,14.609595
"718",20.29335,6.87225,4.18803,6.33864,1.08418367346939,0.660714285714286,7.66458,2.73273,2.80473372781065,0,814,0,1.97274,4.212285,7.462455
"719",16.46106,7.72926,6.1446,6.7914,1.13809523809524,0.904761904761905,7.1148,2.9106,2.44444444444444,0,814,0,2.013165,4.212285,11.133045
"720",17.36658,6.468,5.09355,8.10117,0.798403193612774,0.62874251497006,7.4382,2.63571,2.82208588957055,0,814,0,2.045505,4.212285,9.68583
"721",18.40146,7.77777,5.61099,3.47655,2.23720930232558,1.61395348837209,5.93439,3.00762,1.97311827956989,0,814,0,2.158695,4.212285,8.03649
"723",21.32823,12.07899,9.83136,4.51143,2.67741935483871,2.17921146953405,7.13097,3.12081,2.28497409326425,0,814,0,2.401245,4.212285,12.184095
"724",21.45759,10.70454,8.95818,6.40332,1.67171717171717,1.3989898989899,8.92584,2.11827,4.21374045801527,0,814,0,2.37699,4.212285,9.702
"725",26.22774,12.72579,8.94201,6.03141,2.10991957104558,1.48257372654155,8.31138,2.2638,3.67142857142857,0,814,0.8085,2.95911,4.212285,9.839445
"726",31.58001,11.4807,9.3786,9.34626,1.22837370242215,1.00346020761246,12.06282,4.33356,2.78358208955224,0,814,0,3.10464,4.212285,16.016385
"731",57.35499,18.12657,12.46707,4.93185,3.67540983606557,2.52786885245902,9.0552,2.70039,3.35329341317365,0,814,1.68168,3.015705,5.085465,33.21318
"732",54.0078,17.04318,12.64494,5.8212,2.92777777777778,2.17222222222222,8.66712,4.07484,2.12698412698413,0,814,0.6468,3.89697,5.085465,18.54699
"733",51.85719,17.15637,13.24323,5.95056,2.88315217391304,2.22554347826087,9.15222,3.44421,2.65727699530516,0,814,0.590205,3.985905,5.085465,27.933675
"734",52.24527,16.62276,12.04665,5.56248,2.98837209302326,2.16569767441861,8.13351,1.51998,5.35106382978723,0,814,1.4553,4.05867,5.085465,21.595035
"735",47.34576,18.38529,12.69345,7.30884,2.51548672566372,1.73672566371681,9.60498,2.11827,4.53435114503817,0,814,1.253175,4.260795,5.085465,24.78861
"736",52.61718,18.70869,12.91983,3.76761,4.9656652360515,3.42918454935622,9.3786,3.76761,2.48927038626609,0,814,2.24763,5.182485,5.085465,38.27439
"737",48.51,21.00483,15.10278,7.03395,2.98620689655172,2.14712643678161,10.21944,4.72164,2.16438356164384,0,814,1.447215,5.473545,5.085465,22.576845933433
"738",64.22724,18.62784,13.37259,6.17694,3.01570680628272,2.16492146596859,7.79394,6.17694,1.26178010471204,0,814,1.39062,4.002075,5.085465,25.3988982866474
"740",45.276,21.03717,13.93854,8.02032,2.62298387096774,1.73790322580645,13.5828,2.06976,6.5625,0,814,1.156155,7.866705,5.085465,21.950775
"741",50.74146,22.99374,15.18363,7.05012,3.26146788990826,2.15366972477064,8.99052,2.06976,4.34375,0,814,1.398705,6.023325,5.085465,25.928595
"742",52.76271,20.90781,13.5828,6.1446,3.40263157894737,2.21052631578947,10.39731,5.61099,1.85302593659942,0,814,1.2268641336368,5.09355,4.568025,39.37395
"743",48.52617,16.99467,9.8637,6.6297,2.56341463414634,1.48780487804878,10.20327,3.10464,3.28645833333333,0,814,1.34211,25.07967,4.568025,35.50932
"744",44.56452,17.56062,11.35134,7.22799,2.42953020134228,1.57046979865772,11.35134,5.53014,2.05263157894737,0,814,1.16424,4.956105,5.41695,32.35617
"746",43.67517,20.6976,12.96834,6.32247,3.27365728900256,2.05115089514066,9.63732,4.75398,2.02721088435374,0,814,1.47147,4.228455,5.41695,18.878475
"752",34.81401,18.95124,12.91983,7.53522,2.51502145922747,1.71459227467811,11.07645,4.26888,2.59469696969697,0,814,1.107645,4.70547,5.41695,17.9487
"753",48.28362,22.1529,12.7743,7.9233,2.79591836734694,1.61224489795918,9.58881,5.8212,1.64722222222222,0,814,2.18295,5.40078,5.41695,23.260545
"754",42.31689,18.99975,12.75813,7.05012,2.69495412844037,1.80963302752294,10.30029,2.92677,3.51933701657459,0,814,1.673595,4.309305,5.41695,20.32569
"759",43.04454,18.88656,14.40747,9.24924,2.04195804195804,1.55769230769231,15.83043,4.49526,3.52158273381295,0,814,1.350195,2.837835,5.15823,21.255465
"760",62.83662,21.95886,15.5232,9.83136,2.23355263157895,1.57894736842105,13.87386,4.30122,3.22556390977444,0,814,1.916145,3.89697,5.15823,29.372805
"761",53.86227,20.76228,15.07044,10.36497,2.00312012480499,1.45397815912637,12.7743,5.02887,2.54019292604502,0,814,1.47147,4.681215,5.15823,23.55969
"762",44.4675,17.57679,12.72579,9.26541,1.89703315881326,1.37347294938918,12.62877,2.16678,5.82835820895522,0,814,2.061675,3.21783,5.15823,28.337925
"763",47.60448,20.6976,14.63385,8.5701,2.41509433962264,1.70754716981132,8.35989,3.8808,2.15416666666667,0,814,1.11573,3.21783,5.15823,24.35202
"764",37.6761,15.95979,11.59389,8.8935,1.79454545454545,1.30363636363636,11.49687,3.68676,3.11842105263158,0,814,0.58212,2.40933,5.15823,22.209495
"769",69.70887,26.29242,16.38021,6.3063,4.16923076923077,2.5974358974359,8.92584,4.851,1.84,0,814,2.66805,5.748435,5.15823,28.91196
"770",69.88674,25.56477,17.22105,7.29267,3.50554323725055,2.36141906873614,10.28412,4.18803,2.45559845559846,0,814,2.53869,6.476085,5.15823,34.547205
"771",43.62666,21.81333,12.2892,7.9233,2.7530612244898,1.55102040816327,8.74797,4.3659,2.0037037037037,0,814,2.2638,5.09355,5.15823,29.00898
"772",62.31918,24.69159,15.34533,9.87987,2.49918166939444,1.5531914893617,11.06028,4.34973,2.54275092936803,0,814,2.55486,6.831825,5.15823,32.51787
