"","cell_diameter_um","spindle_length__asters_um","spindle_length_poles_um","spindle_width_um","spindle_aspect_ratio_asters_um","spindle_aspect_ratio_poles_um","metaphase_plate_lengt_h_um","metaphase_plate_width_um","metaphase_plate_aspect_ratio_um","distance_between_chromosomes_um","genome","astere.to.pole_distance_AVG","inner_aster_diameter_AVG","polar_body_diameter_AVG","outer_aster_diameter_AVG"
"1105",108.32283,52.5525,38.25822,9.28158,5.66202090592335,4.1219512195122,11.51304,4.73781,2.43003412969283,0,725.106885106766,0,16.13766,7.591815,55.17204
"1106",113.64276,54.88098,39.7782,11.99814,4.57412398921833,3.31536388140162,12.32154,4.60845,2.67368421052632,0,845.405660937853,0,13.80918,7.591815,67.60677
"1107",108.80793,56.28777,40.16628,10.36497,5.43057722308892,3.87519500780031,11.77176,3.97782,2.95934959349593,0,845.405660937853,0,18.44997,7.591815,60.095805
"1108",116.50485,57.85626,39.98841,11.44836,5.05367231638418,3.49293785310734,12.38622,5.64333,2.19484240687679,0,845.405660937853,0,19.040175,7.591815,72.91053
"1110",107.27178,58.08264,39.85905,8.74797,6.63955637707948,4.55637707948244,9.34626,4.64079,2.01393728222997,0,679.30344566315,0,17.520195,7.591815,58.640505
"1111",105.7518,52.5525,39.6165,13.2594,3.96341463414634,2.98780487804878,13.13004,6.04758,2.17112299465241,0,1000.54863461311,0,11.246235,7.591815,61.599615
"1112",107.11008,53.60355,37.6761,8.99052,5.96223021582734,4.19064748201439,9.89604,5.59482,1.76878612716763,0,671.313577399954,0,15.58788,7.591815,50.49891
"1113",100.27017,51.35592,36.07527,9.57264,5.36486486486486,3.76858108108108,10.26795,2.86209,3.58757062146893,0,541.396910733287,0,14.61768,7.591815,58.883055
"1114",102.25908,52.50399,37.12632,8.63478,6.08052434456929,4.29962546816479,9.42711,2.92677,3.22099447513812,0,685.680966093765,0,15.21597,7.591815,49.019355
"1115",101.871,47.76618,36.13995,10.70454,4.46223564954683,3.37613293051359,11.17347,4.81866,2.31879194630872,0,492.780073326383,0,12.458985,5.683755,50.70912
"1116",103.488,54.73545,38.82417,7.82628,6.99380165289256,4.96074380165289,8.90967,4.94802,1.80065359477124,0,413.97011881089,0,16.67127,5.683755,56.51415
"1117",98.37828,50.66061,37.9995,12.58026,4.02699228791774,3.02056555269923,13.98705,4.78632,2.9222972972973,0,780.806576413406,0,14.89257,5.683755,53.886525
"1118",115.11423,52.81122,39.79437,11.38368,4.63920454545454,3.49573863636364,12.15984,5.48163,2.21828908554572,0,798.39833416769,0,17.10786,5.683755,63.19236
"1120",100.75527,52.5525,37.22334,14.21343,3.69738339021615,2.6188850967008,12.04665,3.81612,3.15677966101695,0,803.429342417973,0,16.291275,10.098165,58.22817
"1121",98.21658,54.07248,37.30419,11.01177,4.91042584434655,3.38766519823789,10.31646,5.56248,1.8546511627907,0,731.098835925806,0,13.95471,10.098165,44.58069
"1122",96.06597,44.72622,35.96208,7.56756,5.91025641025641,4.75213675213675,9.97689,3.65442,2.73008849557522,0,601.18216925914,0,13.13004,10.098165,38.17737
"1123",106.28541,55.96437,36.0591,9.73434,5.74916943521595,3.70431893687708,10.30029,2.99145,3.44324324324324,0,541.396910733287,0,17.57679,10.098165,52.08357
"1124",106.13988,55.67331,39.32544,9.44328,5.89554794520548,4.16438356164384,10.65603,4.39824,2.42279411764706,0,845.405660937853,3.387615,12.96834,10.098165,52.366545
"1125",101.5476,49.67424,36.80292,10.23561,4.85308056872038,3.5955766192733,11.22198,5.62716,1.99425287356322,0,595.190218440099,0,14.16492,10.098165,50.11083
"1126",93.70515,52.73037,34.89486,12.07899,4.36546184738956,2.88888888888889,13.64748,4.59228,2.97183098591549,0,641.897742379908,0,19.040175,7.06629,58.0503
"1127",108.87261,54.94566,38.3229,11.28666,4.86819484240688,3.39541547277937,12.96834,5.41695,2.39402985074627,0,771.814409046574,0,17.892105,7.866705,54.3312
"1134",73.94541,29.17068,20.39037,7.93947,3.67413441955193,2.56822810590631,9.73434,5.1744,1.88125,0,779.468510454133,3.322935,7.850535,8.432655,32.784675
"1135",88.43373,41.75094,31.0464,12.49941,3.34023285899094,2.48382923673997,9.13605,5.1744,1.765625,0,681.874746934384,3.209745,10.86624,8.432655,45.995565
"1141",64.71234,37.09398,27.27879,10.07391,3.68218298555377,2.70786516853933,10.30029,4.89951,2.1023102310231,0,685.353092956901,2.05236852400644,11.27049,6.77523,26.82603
"1144",74.0586,41.81562,29.15451,10.60752,3.94207317073171,2.7484756097561,11.43219,4.34973,2.62825278810409,0,685.648739845,2.40933,10.65603,7.705005,37.78929
"1145",57.33882,41.13648,25.16052,6.59736,6.23529411764706,3.81372549019608,10.91475,4.62462,2.36013986013986,0,601.477816147238,1.22892,14.399385,7.705005,34.94337
"1148",82.88742,40.95861,28.16814,14.82789,2.76226826608506,1.89967284623773,9.58881,4.99653,1.91909385113269,0,727.292616766425,2.17284984443532,11.990055,7.705005,33.237435
"1149",60.84771,32.74425,24.04479,10.3488,3.1640625,2.3234375,10.73688,4.93185,2.17704918032787,0,582.458879175294,2.35503086651272,9.13605,6.039495,35.70336
"1162",95.01492,40.84542,26.98773,15.76575,2.59076923076923,1.71179487179487,16.92999,6.61353,2.559902200489,0,1213.4553133625,0,12.03048,7.478625,43.04454
"1164",98.28126,41.84796,27.14943,12.88749,3.24717691342535,2.10664993726474,14.8764,3.83229,3.88185654008439,0,793.54058328719,2.983365,10.259865,7.478625,33.350625
"1165",99.54252,46.94151,26.30859,9.5403,4.92033898305085,2.75762711864407,12.936,4.83483,2.67558528428094,0,701.441700031025,4.632705,9.41094,7.478625,36.406755
"1166",100.07613,47.71767,26.29242,10.36497,4.60374414976599,2.53666146645866,15.8466,3.84846,4.11764705882353,0,967.121620373742,4.325475,10.0254,7.478625,40.788825
"1167",64.68,42.99603,29.20302,14.11641,3.04581901489118,2.06872852233677,15.37767,5.3361,2.88181818181818,0,793.54058328719,2.934855,10.88241,7.478625,35.574
"1168",52.50399,30.06003,20.90781,5.64333,5.32664756446991,3.70487106017192,10.42965,3.68676,2.82894736842105,0,653.358062946847,2.15061,5.538225,7.478625,17.6253
"1169",54.96183,22.23375,15.73341,7.66458,2.90084388185654,2.05274261603376,10.47816,5.06121,2.0702875399361,0,779.764157342232,1.51998,4.842915,7.478625,20.107395
"1170",51.92187,28.42686,22.94523,7.89096,3.60245901639344,2.9077868852459,12.22452,4.93185,2.47868852459016,0,690.03664333663,0,5.990985,7.478625,22.920975
"1171",45.82578,30.77151,20.29335,7.30884,4.21017699115044,2.77654867256637,10.60752,2.5872,4.1,0,809.877149766475,2.4255,7.26033,7.478625,24.65925
"1172",67.46124,29.21919,23.91543,9.42711,3.09948542024014,2.5368782161235,11.6424,3.234,3.6,0,779.764157342232,0,8.691375,7.478625,19.622295
"1173",73.52499,29.88216,22.33077,10.07391,2.96629213483146,2.21669341894061,12.01431,4.83483,2.48494983277592,0,779.764157342232,0,7.834365,7.478625,27.432405
"1174",84.8925,43.10922,32.16213,13.21089,3.26315789473684,2.43451652386781,16.96233,6.16077,2.75328083989501,0,2078.91744257316,0,9.532215,7.478625,46.027905
"1175",84.68229,42.86667,30.86853,12.80664,3.34722222222222,2.41035353535354,15.60405,4.33356,3.60074626865672,0,787.252985580051,2.417415,11.036025,7.478625,51.40443
"1176",86.55801,40.87776,25.28988,9.83136,4.15789473684211,2.57236842105263,11.09262,3.46038,3.20560747663551,0,654.51139540906,3.49272,8.37606,6.03141,42.001575
"1177",80.5266,38.20971,24.98265,10.85007,3.52160953800298,2.30253353204173,8.44074,4.86717,1.73421926910299,0,319.930778144809,0.8085,8.61861,5.699925,47.968305
"1178",68.90037,35.63868,24.67542,5.40078,6.59880239520958,4.5688622754491,7.22799,3.73527,1.93506493506494,0,711.970476995947,2.36082,8.29521,5.101635,22.387365
"1179",66.74976,38.25822,25.58094,4.77015,8.02033898305085,5.36271186440678,7.34118,5.54631,1.32361516034985,0,711.970476995947,2.2638,7.71309,5.101635,24.052875
"1180",85.29675,42.88284,31.30512,11.78793,3.63786008230453,2.6556927297668,15.74958,4.96419,3.17263843648208,0,802.100366281804,2.76507,9.338175,5.101635,36.49569
"1183",65.87658,32.00043,20.51973,7.26033,4.4075723830735,2.82628062360802,9.50942386252702,3.57696323975577,2.60711764418235,0,708.983513299578,2.4255,2.8836161488346,5.101635,17.9487
"1184",63.64512,29.39706,21.8295,9.92838,2.96091205211726,2.19869706840391,11.9658,5.48163,2.18289085545723,0,779.764157342232,2.19912,4.0425,6.896505,15.29682
"1185",92.99367,40.15011,29.31621,12.46707,3.22049286640726,2.3514915693904,15.16746,5.36844,2.82530120481928,0,793.54058328719,3.05613,7.785855,6.896505,42.86667
"1186",76.66197,39.81054,26.45412,11.14113,3.5732946298984,2.3744557329463,11.72325,4.98036,2.3538961038961,0,779.764157342232,1.16424,8.513505,8.093085,47.952135
"1187",46.2462,25.45158,20.30952,9.50796,2.67687074829932,2.13605442176871,8.39223,8.03649,1.04426559356137,0,689.833703609241,0,7.47054,8.093085,28.32984
"1188",46.39173,22.76736,15.37767,8.45691,2.69216061185468,1.81835564053537,10.07391,3.49448930759507,2.90419416458017,0,779.468510454133,0,5.861625,8.093085,22.67034
"1189",79.96065,46.86066,30.98172,8.34372,5.61627906976744,3.71317829457364,11.1573,3.65442,3.05309734513274,0,653.653709834946,3.10464,9.33009,8.093085,33.77913
"1190",72.15054,38.43609,28.57239,13.21089,2.9094247246022,2.16279069767442,10.30029,3.18549,3.23350253807107,0,779.468510454133,1.40679,8.933925,8.093085,31.88724
"1191",61.70472,25.3869,19.42017,11.69091,2.17150760719225,1.66113416320885,8.35989,4.13952,2.01953125,0,689.833703609241,0,7.06629,8.093085,19.767825
"1192",67.13784,36.36633,25.75881,9.5403,3.81186440677966,2.7,11.52921,4.67313,2.46712802768166,0,685.648739845,1.01871,9.57264,8.093085,24.85329
"1193",95.80725,48.86574,32.40468,8.45691,5.77820267686424,3.83173996175908,10.39731,3.31485,3.13658536585366,0,653.358062946847,4.49526,7.882875,8.093085,34.482525
"1194",97.68297,47.20023,30.67449,9.5403,4.94745762711864,3.21525423728814,10.47816,2.87826,3.64044943820225,0,653.653709834946,3.12081,9.20073,8.093085,34.68465
"1195",73.99392,39.42246,28.60473,13.67982,2.88179669030733,2.09101654846336,15.71724,5.41695,2.90149253731343,0,793.54058328719,2.66805,8.79648,8.093085,37.54674
"1196",76.82367,32.9868,23.96394,9.89604,3.33333333333333,2.42156862745098,12.66111,5.48163,2.30973451327434,0,779.764157342232,0.88935,8.66712,8.093085,30.601725
"1197",78.69939,44.09559,34.19955,18.5955,2.37130434782609,1.83913043478261,12.01431,6.11226,1.96560846560847,0,780.366910588985,0,10.389225,7.06629,39.56799
"1198",82.49934,37.12632,25.98519,8.58627,4.32391713747646,3.02636534839925,12.95217,4.89951,2.64356435643564,0,756.620789822497,0,9.499875,7.06629,37.88631
"1199",92.13666,41.2335,31.32129,15.29682,2.69556025369979,2.04756871035941,14.68236,7.35735,1.9956043956044,0,780.366910588985,0,10.453905,7.06629,33.851895
"1200",86.65503,44.11176,30.723,12.49941,3.52910737386805,2.45795601552393,16.04064,7.87479,2.03696098562628,0,1003.50455387543,2.579115,10.971345,7.06629,32.251065
"1203",58.63242,33.06765,23.36565,6.48417,5.0997506234414,3.60349127182045,9.50796,2.84592,3.34090909090909,0,607.940193114806,0,8.55393,7.06629,19.37166
"1204",57.75924,29.33238,21.73248,7.22799,4.05816554809843,3.00671140939597,8.81265,3.37953,2.60765550239234,0,716.375642850256,0,7.769685,7.06629,21.853755
"1205",58.77795,30.77151,22.21758,9.0552,3.39821428571429,2.45357142857143,11.12496,4.30122,2.58646616541353,0,779.764157342232,0,9.42711,7.06629,21.805245
"1206",74.51136,36.67356,24.72393,8.76414,4.18450184501845,2.8210332103321,11.39985,4.15569,2.7431906614786,0,809.877149766475,0,8.2467,7.30884,29.469825
"1207",74.57604,35.99442,27.60219,9.8637,3.64918032786885,2.7983606557377,10.15476,3.99399,2.54251012145749,0,685.353092956901,0,11.09262,7.30884,31.19193
"1208",70.42035,35.15358,27.19794,9.92838,3.54071661237785,2.73941368078176,12.54792,4.98036,2.51948051948052,0,685.648739845,0,9.483705,7.30884,23.632455
"1209",64.09788,30.01152,21.73248,11.18964,2.68208092485549,1.94219653179191,14.53683,3.78378,3.84188034188034,0,522.343538266203,0,7.462455,5.829285,18.25593
"1212",51.24273,30.0762,23.47884,9.18456,3.27464788732394,2.55633802816901,12.64494,3.00762,4.20430107526882,0,522.343538266203,0,9.208815,5.829285,25.136265
"1213",49.85211,29.80131,20.19633,9.71817,3.06655574043261,2.07820299500832,11.49687,4.67313,2.46020761245675,0,582.458879175294,1.98237303692848,6.87225,5.974815,28.10346
"1215",53.86227,30.22173,23.68905,10.5105,2.87538461538462,2.25384615384615,9.34626,6.77523,1.37947494033413,0,424.26305606675,0,8.32755,5.974815,23.131185
"1216",53.73291,29.60727,21.16653,8.50542,3.48098859315589,2.48859315589354,11.61006,4.18803,2.77220077220077,0,582.458879175294,0,9.00669,5.974815,23.470755
"1217",47.55597,31.58001,21.63546,9.76668,3.23344370860927,2.21523178807947,8.26287,5.8212,1.41944444444444,0,380.0461190539,0,7.06629,5.974815,23.18778
"1221",71.50374,39.42246,23.73756,9.39477,4.19621342512909,2.52667814113597,9.24924,4.44675,2.08,0,444.139678612808,2.78124,9.83136,5.974815,26.898795
"1222",69.8544,33.69828,24.06096,10.12242,3.32907348242811,2.37699680511182,9.29775,4.94802,1.87908496732026,0,424.26305606675,1.18041,8.287125,5.974815,30.36726
"1225",56.7567,32.43702,22.84821,10.00923,3.24071082390953,2.2827140549273,12.82281,4.38207,2.92619926199262,0,582.458879175294,2.449755,7.82628,5.974815,30.20556
"1226",81.48063,39.74586,28.28133,9.75051,4.07628524046435,2.90049751243781,13.17855,4.6893,2.81034482758621,0,659.67901445668,2.562945,9.45945,5.974815,33.997425
"1227",83.38869,42.02583,31.19193,9.66966,4.34615384615385,3.2257525083612,13.2594,4.33356,3.05970149253731,0,551.24356472123,3.05613,8.529675,5.974815,36.552285
"1228",63.12768,41.70243,31.5315,9.89604,4.2140522875817,3.18627450980392,12.6126,5.3361,2.36363636363636,0,654.21064470878,2.854005,10.12242,5.974815,40.287555
"1229",77.56749,45.32451,29.97918,9.702,4.67166666666667,3.09,12.30537,4.67313,2.63321799307958,0,499.067671033522,0,13.38876,5.974815,44.88792
"1232",64.66383,26.01753,26.01753,8.50542,3.05893536121673,3.05893536121673,9.58881,5.41695,1.77014925373134,0,1594.90745219484,0,0,5.974815,0
"1233",63.69363,27.8124,27.8124,7.37352,3.7719298245614,3.7719298245614,10.5105,4.80249,2.18855218855219,0,1652.3272252698,0,0,5.974815,0
"1248",94.70769,50.25636,37.65993,13.14621,3.82287822878229,2.86469864698647,15.5232,4.851,3.2,0,721.178439440708,3.04703134503297,14.35896,5.780775,39.56799
"1250",73.84839,37.41738,25.59711,9.99306,3.74433656957929,2.56148867313916,13.72833,5.62716,2.43965517241379,0,774.295787594333,1.84997456223581,10.744965,8.772225,27.060495
"1253",92.02347,40.06926,29.31621,15.74958,2.54414784394251,1.86139630390144,16.28319,3.13698,5.19072164948454,0,1289.71099788631,0,13.170465,8.464995,34.919115
"1254",87.07545,45.1143,28.81494,23.15544,1.94832402234637,1.24441340782123,14.31045,2.71656,5.26785714285714,0,780.366910588985,0,14.787465,8.464995,41.08797
"1255",80.89851,44.80707,32.21064,12.4509,3.5987012987013,2.58701298701299,13.79301,4.83483,2.85284280936455,0,774.295787594333,0,11.35134,8.464995,35.371875
"1256",72.1182,50.11083,32.53404,17.86785,2.80452488687783,1.82081447963801,16.38021,3.20166,5.11616161616162,0,887.612436153922,3.94902984255467,16.07298,8.464995,29.07366
"1257",85.71717,44.41899,35.28294,15.42618,2.87945492662474,2.28721174004193,18.72486,3.47655,5.38604651162791,0,2184.66347431919,1.07878921635255,13.623225,8.464995,40.92627
"1260",71.22885,34.70082,21.16653,6.67821,5.19612590799032,3.16949152542373,10.88241,3.61959491878414,2.82490306306025,0,653.653709834946,2.05236852400644,6.59168669338457,7.333095,21.47376
"1261",85.94355,44.04708,28.4592,9.2169,4.77894736842105,3.08771929824561,14.73087,4.77015,3.08813559322034,0,648.185340087047,3.86463,12.62877,7.7616,29.388975
"1262",68.02719,30.96555,21.65163,6.58119,4.7051597051597,3.28992628992629,11.18964,2.84592,3.93181818181818,0,601.477816147238,0,11.1573,7.7616,22.62183
"1263",58.55157,28.1358,21.71631,10.05774,2.79742765273312,2.15916398713826,13.59897,4.78632,2.84121621621622,0,774.295787594333,0,9.645405,7.7616,27.885165
"1266",61.25196,30.22173,25.09584,11.57772,2.61033519553073,2.16759776536313,9.26541,3.08847,3,0,734.050640622092,0,9.063285,7.7616,20.09931
"1267",39.6165,25.98519,19.37166,7.16331,3.627539503386,2.70428893905192,11.70708,2.7489,4.25882352941176,0,737.824633532708,0,5.90205,7.7616,21.821415
"1270",66.71742,40.21479,28.20048,8.4084,4.78269230769231,3.35384615384615,12.74196,4.83483,2.63545150501672,0,653.653709834946,2.1047815086382,8.89198305255833,7.7616,38.7372420626269
"1271",93.60813,43.88538,36.43101,4.72164,9.29452054794521,7.71575342465754,7.36617647474149,2.75772621775894,2.49775400086413,0,563.723256101956,0,2.49176625672833,7.7616,13.510035
"1272",79.34619,46.19769,37.38504,6.09609,7.57824933687003,6.13262599469496,8.71343911016481,2.63143198743901,3.17315476214266,0,737.856859781473,0,2.49176625672833,7.7616,13.315995
"1273",46.48875,36.13995,31.38597,13.89003,2.60186263096624,2.25960419091967,13.4398068617069,4.4928804344782,2.87010164010897,0,779.764157342232,0,4.33356,7.7616,15.15129
"1274",45.7611,38.08035,31.06257,17.81934,2.13702359346643,1.7431941923775,12.8792113318737,4.28236537554841,2.92943857832323,0,779.764157342232,0,10.6440012291977,7.7616,41.2274613130392
"1275",60.26559,32.06511,25.07967,6.59736,4.86029411764706,3.80147058823529,8.71343911016481,2.84638023556819,3.07719323608565,0,607.940193114806,1.851465,2.223375,7.7616,18.716775
"1276",58.64859,29.73663,23.4465,5.90205,5.03835616438356,3.97260273972603,8.71343911016481,2.76499273648116,3.07719323608565,0,607.940193114806,0,2.45784,7.7616,17.681895
"1277",54.39588,31.91958,28.02261,7.16331,4.45598194130926,3.91196388261851,9.31231098933148,3.57696323975577,2.60711764418235,0,607.940193114806,0.92169,4.60845,7.7616,30.98172
"1278",49.20531,35.2506,28.71792,14.94108,2.35930735930736,1.92207792207792,12.6004028763034,4.28236537554841,2.86194304694927,0,779.764157342232,0,6.298215,7.7616,30.925125
"1279",81.18957,39.82671,31.25661,17.73849,2.24521422060164,1.76207839562443,12.8792113318737,4.52446203690045,2.5865391914184,0,779.764157342232,0,8.82882,7.7616,38.69481
"1280",57.58137,27.90942,23.22012,9.07137,3.07664884135472,2.55971479500891,9.78113012801818,3.36911616021032,3.00405013037189,0,779.468510454133,1.09956,3.00762,7.7616,22.096305
"1281",55.56012,32.0166,25.46775,8.79648,3.63970588235294,2.89522058823529,9.56449305995143,3.57696323975577,2.60711764418235,0,689.740996448531,1.63317,4.406325,7.7616,30.472365
"1282",49.72275,31.2081,23.17161,8.97435,3.47747747747748,2.58198198198198,9.78113012801818,3.36911616021032,3.00405013037189,0,779.468510454133,1.54962512190854,4.0425,7.7616,24.36819
"1283",50.54742,24.99882,20.47122,7.47054,3.34632034632035,2.74025974025974,9.31231098933148,3.57696323975577,2.60711764418235,0,692.111116812568,0,3.8808,7.7616,22.969485
"1284",59.3439,36.73824,29.88216,14.81172,2.48034934497817,2.0174672489083,12.6004028763034,4.28236537554841,2.86194304694927,0,779.764157342232,0,6.11226,7.7616,37.30419
"1285",57.2418,38.25822,30.85236,9.702,3.94333333333333,3.18,10.1752577279997,3.49448930759507,2.90419416458017,0,689.740996448531,0,6.93693,7.7616,40.87776
"1286",40.1016,29.52642,27.1656,8.27904,3.56640625,3.28125,9.31231098933148,3.57696323975577,2.60711764418235,0,644.323126616489,0,3.25017,7.7616,23.438415
"1287",35.96208,22.62183,19.2423,6.29013,3.59640102827764,3.05912596401028,8.71343911016481,2.94871214820277,3.01660897306231,0,644.323126616489,0,3.86463,7.7616,18.5645585803543
"1288",105.1,53.1,42,7.3,7.27397260273973,5.75342465753425,9.6,6.2,1.54838709677419,0,724.721315495192,0,14.75,7.55,57.8
"1289",106.9,56.2,41,11.3,4.97345132743363,3.6283185840708,11.3,4.4,2.56818181818182,0,851.693258644993,0,14.4,7.15,49.3
"1290",104.4,45.3,33,11.7,3.87179487179487,2.82051282051282,12.1,5.1,2.37254901960784,0,679.361142137861,0,15.45,7.15,58.35
"1291",105.7,56,39.3,7,8,5.61428571428571,10.3,3.3,3.12121212121212,0,784.506574021044,0,16.3,7.15,45.6
"1292",108.1,56.1,41,14.3,3.92307692307692,2.86713286713287,13,3.1,4.19354838709677,0,928.496118379345,0,16.6,7.15,57.9
"1295",41.6,24.5,21.2,4.8,5.10416666666667,4.41666666666667,7.36617647474149,3.0750063785227,2.36691924183565,0,563.723256101956,0.8,4.4,8.75,19.5638090920275
"1297",58.8,40.4,31.5,6.1,6.62295081967213,5.16393442622951,8.71343911016481,2.63143198743901,3.17315476214266,0,607.940193114806,0,5.25,8.75,21.1
"1298",53.3,33.8,27.8,7.2,4.69444444444444,3.86111111111111,9.31231098933148,3.57696323975577,2.60711764418235,0,607.940193114806,0.95,5.5,8.75,15.7
"1299",64.6,23.5,18.5,3.6,6.52777777777778,5.13888888888889,7.36617647474149,2.94144562948056,2.43716973784079,0,563.723256101956,0,5.4,8.75,26.3981487983206
"1300",31.1,21.7,18.5,4,5.425,4.625,7.36617647474149,3.0750063785227,2.36691924183565,0,563.723256101956,0,3.85,8.75,18.5645585803543
"1303",140.7,39.1,32.1,15.2,2.57236842105263,2.11184210526316,16.3,5.5,2.96363636363636,0,3100,0,11,8.75,40.4
"1304",223.7,46.5,39.6,20,2.325,1.98,19.2,4.8,4,0,3100,0,12.85,8.75,48.25
"1305",156.5,47.4,35.3,19,2.49473684210526,1.85789473684211,21.5,2.8,7.67857142857143,0,3100,0,17.95,8.75,48.4
"1306",121.7,44.2,35.6,18,2.45555555555556,1.97777777777778,20.3,4,5.075,0,3100,0,18.85,8.75,44.95
"1307",130.7,50.6,37,14.4,3.51388888888889,2.56944444444444,16.7,3.4,4.91176470588235,0,3100,0,18.6,8.75,60.55
"1308",120.9,47.9,35.2,15.2,3.15131578947368,2.31578947368421,18.2,2.7,6.74074074074074,0,3100,0,15.5,8.75,64.05
"1309",112.5,46.6,33.1,15.1,3.08609271523179,2.19205298013245,17.5,3.3,5.3030303030303,0,3100,0,15.5,8.75,65.2
"1311",253.4,60.1,48.1,14.3,4.2027972027972,3.36363636363636,15.1,2.6,5.80769230769231,0,3100,0.8,13.4,8.75,60
"1312",1267.7,68.3,48.1,19.5,3.5025641025641,2.46666666666667,13.5,4,3.375,0,3100,0,18.15,8.75,84.2
"1313",1367.2,128,60.7,22.9,5.58951965065502,2.65065502183406,18.3496652178044,6.20412511207646,2.86181986790162,0,3100,0,74.4,8.75,168.8
"1314",1271.1,79.4,49.4,19.9,3.98994974874372,2.48241206030151,19.9,4.7,4.23404255319149,0,3100,10.9,12.95,8.75,51.8
"1316",1158.3,128.9,56,17.5,7.3,3.2,22.9,10.4,2.20192307692308,0,3100,33.9,23.25,8.75,136.4
"1318",958.8,79.1,41.2,13.4,5.90298507462686,3.07462686567164,18.6822058401034,5.13367049090376,3.25684577784844,0,3100,10.35,13,8.75,38.95
"1319",482.6,64.3,47.9,23.2,2.77155172413793,2.06465517241379,18.7579263378044,5.42391062000717,2.94633470934324,0,3100,5.6,9.3,8.75,47.25
"1320",571.3,55.5,44.7,25,2.22,1.788,18.3496652178044,5.42391062000717,2.86181986790162,0,3100,0,10.7,8.75,39.1
"1321",362,68.2,49.8,17.4,3.91954022988506,2.86206896551724,30.2,4.9,6.16326530612245,0,3100,7.05,7.8,8.75,53.9
"1322",738.2,84.7,57.8,15.3,5.5359477124183,3.77777777777778,18.2,7.6,2.39473684210526,0,3100,13.5440775221787,9.4,8.75,72.8
"1324",492.2,82.1,55.1,17.8,4.6123595505618,3.09550561797753,18.7,6.2,3.01612903225806,0,3100,8.6,6.9,8.75,83.75
"1326",628,82.7,54.6,16.2,5.10493827160494,3.37037037037037,22.4,4.1,5.46341463414634,0,3100,11.55,8.25,8.75,96.9
"1327",672,68.6,52.2,18.4,3.72826086956522,2.83695652173913,15.9,4,3.975,0,3100,2.45,10.95,8.75,68.05
"1328",235.36122,28.81494,26.11455,10.17093,2.83306836248013,2.56756756756757,11.4140759096545,3.88850674159123,2.88019117706346,0,811,0,8.22178760544457,8.75,43.6256874161409
"1329",262.71236,22.4763,22.4763,7.53522,2.98283261802575,2.98283261802575,10.4544254130209,3.79174627392262,2.82490306306025,0,811,0.941307546081667,6.59168669338457,8.75,26.8301023305617
"1330",258.727,26.76135,26.76135,11.43219,2.34087694483734,2.34087694483734,12.0864592571517,4.0179192876417,2.92368027846064,0,811,1.72559112024011,7.03197084814647,8.75,36.1015902378261
"1331",221.38032,28.71792,24.7401,6.17694,4.64921465968586,4.00523560209424,8.4084,6.40332,1.31313131313131,0,811,0,8.84669044932786,8.75,47.3999632970933
"1332",227.3905,20.71377,20.71377,7.87479,2.63039014373717,2.63039014373717,10.4544254130209,3.79174627392262,2.82490306306025,0,811,0.941307546081667,5.70856402655714,8.75,26.7865248425809
"1333",221.1232,18.20742,18.20742,8.37606,2.17374517374517,2.17374517374517,10.93092,6.92076,1.57943925233645,0,811,0.616479785700905,5.70856402655714,8.75,26.7865248425809
"1334",215.77248,19.42017,16.75212,6.50034,2.98756218905473,2.5771144278607,9.702,5.74035,1.69014084507042,0,811,0,5.70856402655714,8.75,26.7865248425809
"1335",227.5512,27.8124,19.66272,11.67474,2.38227146814404,1.68421052631579,11.7706791105343,3.87330944453825,3.02691410492289,0,811,2.39992953260404,8.22178760544457,8.75,42.5842616117601
"1336",239.7644,21.8295,18.57933,9.0552,2.41071428571429,2.05178571428571,11.77176,5.85354,2.01104972375691,0,811,0.941307546081667,6.38046309457505,8.75,26.8301023305617
"1337",246.8352,21.5061,18.40146,5.69184,3.77840909090909,3.23295454545454,9.3786,3.97782,2.35772357723577,0,811,0,6.38046309457505,8.75,26.8301023305617
"1338",234.04348,28.73409,24.82095,11.39985,2.52056737588652,2.17730496453901,11.7706791105343,3.87330944453825,3.02691410492289,0,811,0,4.923765,8.75,25.443495
"1339",222.44094,28.28133,23.36565,8.23053,3.43614931237721,2.83889980353635,14.13258,4.7476303626631,2.81968721806829,0,811,0,5.3361,6.61507,29.3895830189729
"1340",182.49092,25.14435,21.71631,8.06883,3.11623246492986,2.69138276553106,10.8339,3.65326136775786,2.82490306306025,0,811,0,6.59168669338457,6.61507,26.8301023305617
"1341",222.4088,27.60219,22.84821,9.26541,2.97905759162304,2.46596858638743,11.019893176827,3.79174627392262,2.82490306306025,0,811,0,4.438665,6.61507,32.881695
"1342",218.552,20.26101,16.26702,8.18202,2.47628458498024,1.98814229249012,10.4544254130209,3.79174627392262,2.82490306306025,0,811,0,5.70856402655714,6.61507,26.7865248425809
"1343",223.4694,21.73248,17.6253,7.68075,2.82947368421053,2.29473684210526,10.04157,3.94513343181736,2.57948404047693,0,811,0,6.38046309457505,6.61507,26.8301023305617
"1344",200.5536,25.72647,20.14782,11.61006,2.21587743732591,1.73537604456824,11.7706791105343,3.73482453837349,3.02691410492289,0,811,0,6.59168669338457,6.61507,28.1048336378615
"1345",221.80389,26.13072,24.30351,9.42711,2.77186963979417,2.57804459691252,13.32408,7.24416,1.83928571428571,0,811,0,5.46546,6.61507,25.734555
