,inner_aster_diameter_1_um,inner_aster_diameter_2_um,cell_diameter_um,meiotic,stage,organism,organism_CAT,inner_aster_diam_AVG
147,14.666190000000002,10.00923,112.7049,0,m,asterina_miniata,1,12.337710000000001
148,14.01939,14.31045,87.33417000000001,0,m,asterina_miniata,1,14.164919999999999
149,,,79.08747000000002,0,m,asterina_miniata,1,
151,11.39985,13.356420000000002,113.01213,0,m,asterina_miniata,1,12.378135
152,8.505419999999999,,80.81766,0,m,asterina_miniata,1,8.505419999999999
153,8.02032,,76.61346,0,m,asterina_miniata,1,8.02032
154,5.287590000000002,,61.80174,0,m,asterina_miniata,1,5.287590000000002
156,9.99306,6.1446000000000005,80.86617000000003,0,m,asterina_miniata,1,8.06883
157,8.71563,8.844990000000003,76.67814,0,m,asterina_miniata,1,8.780310000000002
158,10.65603,8.02032,79.21683,0,m,asterina_miniata,1,9.338175
160,9.006689999999999,,111.55683,0,m,asterina_miniata,1,9.006689999999999
161,8.764140000000001,7.599900000000001,68.04335999999999,0,m,asterina_miniata,1,8.182020000000001
162,10.00923,9.47562,83.19465000000002,0,m,asterina_miniata,1,9.742425
163,8.634780000000001,7.729260000000001,60.33027000000001,0,m,asterina_miniata,1,8.182020000000001
164,8.4084,7.1956500000000005,67.13784,0,m,asterina_miniata,1,7.802025
165,11.23815,8.27904,76.14453,0,m,asterina_miniata,1,9.758595
166,9.66966,6.581190000000001,78.21429,0,m,asterina_miniata,1,8.125425
167,10.28412,12.725790000000002,73.10457000000002,0,m,asterina_miniata,1,11.504955
170,10.88241,8.37606,81.83637,0,m,asterina_miniata,1,9.629235000000001
172,9.702,7.56756,83.79294000000002,0,m,asterina_miniata,1,8.63478
173,10.1871,10.65603,83.87379000000001,0,m,asterina_miniata,1,10.421565
174,9.33009,11.221980000000002,83.16230999999999,0,m,asterina_miniata,1,10.276035
175,,,58.26051,0,m,asterina_miniata,1,
176,8.182020000000001,8.39223,72.765,0,m,asterina_miniata,1,8.287125
177,11.286660000000001,11.432190000000002,95.09577000000002,0,m,asterina_miniata,1,11.359425000000002
179,10.73688,7.84245,82.98444,0,m,asterina_miniata,1,9.289665
182,9.66966,7.033950000000001,81.99807000000001,0,m,asterina_miniata,1,8.351805
184,11.108789999999999,18.821880000000004,93.1392,0,m,asterina_miniata,1,14.965335000000001
189,4.98036,4.8833400000000005,53.829930000000004,0,m,asterina_miniata,1,4.931850000000001
191,8.893500000000003,7.874790000000001,92.34687,0,m,asterina_miniata,1,8.384145000000002
192,9.79902,7.890960000000001,62.480880000000006,0,m,asterina_miniata,1,8.844990000000001
194,9.60498,7.535220000000002,51.54996000000001,0,m,asterina_miniata,1,8.5701
195,10.88241,9.79902,81.43212000000003,0,m,asterina_miniata,1,10.340715
198,7.389690000000001,7.4382,62.20599,0,m,asterina_miniata,1,7.413945
199,7.2603300000000015,7.033950000000001,64.55064,0,m,asterina_miniata,1,7.147140000000001
200,7.6969199999999995,7.325010000000001,48.18660000000001,0,m,asterina_miniata,1,7.510965000000001
201,9.50796,10.36497,64.11405,0,m,asterina_miniata,1,9.936465
202,9.45945,8.02032,45.17898,0,m,asterina_miniata,1,8.739885000000001
203,6.581190000000001,7.066290000000001,59.89368,0,m,asterina_miniata,1,6.823740000000001
204,7.56756,6.403320000000001,50.53125,0,m,asterina_miniata,1,6.9854400000000005
205,9.2169,9.47562,68.25357000000001,0,m,asterina_miniata,1,9.346260000000001
207,7.535220000000002,8.53776,64.98723000000001,0,m,asterina_miniata,1,8.03649
208,17.059350000000002,15.959790000000002,67.81698,0,m,asterina_miniata,1,16.509570000000004
209,14.666190000000002,13.404930000000002,77.21175000000002,0,m,asterina_miniata,1,14.035560000000002
210,12.596430000000002,13.372589999999999,56.95074,0,m,asterina_miniata,1,12.98451
213,10.5,10.1,217.0,0,m,asterina_miniata,1,10.3
217,,,194.0,0,m,asterina_miniata,1,
219,4.6,3.9,135.4,0,m,asterina_miniata,1,4.25
220,17.6,15.6,129.6,0,m,asterina_miniata,1,16.6
221,12.3,12.0,65.8,0,m,asterina_miniata,1,12.15
222,10.2,8.4,80.2,0,m,asterina_miniata,1,9.3
224,2.6033700000000004,2.5548599999999997,19.37166,0,m,caenorhabditis_elegans,2,2.579115
227,,,11.99814,0,m,caenorhabditis_elegans,2,
228,2.6033700000000004,2.86209,18.66018,0,m,caenorhabditis_elegans,2,2.73273
230,2.4255,1.98891,12.644940000000002,0,m,caenorhabditis_elegans,2,2.207205
231,2.24763,2.02125,15.3615,0,m,caenorhabditis_elegans,2,2.13444
232,1.2936,1.3744500000000002,11.91729,0,m,caenorhabditis_elegans,2,1.334025
233,1.7301900000000001,1.84338,10.300289999999999,0,m,caenorhabditis_elegans,2,1.786785
237,1.5199799999999999,1.3744500000000002,12.6126,0,m,caenorhabditis_elegans,2,1.447215
238,1.84338,1.5199799999999999,12.69345,0,m,caenorhabditis_elegans,2,1.68168
239,1.3744500000000002,1.79487,10.85007,0,m,caenorhabditis_elegans,2,1.58466
240,1.5846600000000002,3.1693200000000004,10.63063,0,m,caenorhabditis_elegans,2,2.37699
241,4.592280000000001,4.624619999999999,56.174580000000006,0,m,caenorhabditis_elegans,2,4.6084499999999995
243,4.931850000000002,4.6569600000000015,50.337210000000006,0,m,caenorhabditis_elegans,2,4.794405000000001
244,4.98036,4.18803,52.24527000000001,0,m,caenorhabditis_elegans,2,4.584195
246,2.70039,2.5548599999999997,23.980110000000003,0,m,caenorhabditis_elegans,2,2.627625
247,,,7.373520000000001,0,m,caenorhabditis_elegans,2,
248,2.65188,2.34465,18.87039,0,m,caenorhabditis_elegans,2,2.498265
250,1.89189,2.19912,17.576790000000006,0,m,caenorhabditis_elegans,2,2.0455050000000004
251,,,6.807570000000001,0,m,caenorhabditis_elegans,2,
252,,,4.2527099999999995,0,m,caenorhabditis_elegans,2,
253,0.7114800000000001,,10.96326,0,m,caenorhabditis_elegans,2,0.7114800000000001
254,,,5.48163,0,m,caenorhabditis_elegans,2,
255,,,6.338640000000002,0,m,caenorhabditis_elegans,2,
257,3.0076200000000006,,15.183630000000004,0,m,caenorhabditis_elegans,2,3.0076200000000006
258,2.03742,,13.89003,0,m,caenorhabditis_elegans,2,2.03742
259,2.3931600000000004,1.89189,12.38622,0,m,caenorhabditis_elegans,2,2.142525
260,2.1021,2.06976,19.0806,0,m,caenorhabditis_elegans,2,2.0859300000000003
261,2.1021,2.24763,14.18109,0,m,caenorhabditis_elegans,2,2.174865
262,2.34465,2.1021,10.72071,0,m,caenorhabditis_elegans,2,2.223375
263,2.03742,2.02125,13.857690000000002,0,m,caenorhabditis_elegans,2,2.029335
264,2.1021,1.84338,12.74196,0,m,caenorhabditis_elegans,2,1.97274
265,1.98891,1.6493400000000003,11.23815,0,m,caenorhabditis_elegans,2,1.819125
266,2.24763,2.34465,13.13004,0,m,caenorhabditis_elegans,2,2.2961400000000003
267,2.06976,1.71402,15.5232,0,m,caenorhabditis_elegans,2,1.89189
268,2.06976,2.3931600000000004,12.96834,0,m,caenorhabditis_elegans,2,2.23146
269,1.82721,1.6493400000000003,11.4807,0,m,caenorhabditis_elegans,2,1.7382750000000002
270,3.83229,3.0076200000000006,35.92974,0,m,caenorhabditis_elegans,2,3.4199550000000003
272,2.6319,2.1669,23.7429,0,m,caenorhabditis_elegans,2,2.3994
273,1.2648,1.4415,10.3509,0,m,caenorhabditis_elegans,2,1.3531499999999999
274,1.3206,1.2555,8.844299999999997,0,m,caenorhabditis_elegans,2,1.2880500000000001
275,1.395,1.5252,7.030799999999998,0,m,caenorhabditis_elegans,2,1.4601
276,0.5859,0.7068,5.4312,0,m,caenorhabditis_elegans,2,0.64635
277,0.7905,0.6231,6.7052999999999985,0,m,caenorhabditis_elegans,2,0.7068
278,0.6696,0.4092,6.4263,0,m,caenorhabditis_elegans,2,0.5394
279,1.5996,1.4136,9.6534,0,m,caenorhabditis_elegans,2,1.5066
280,1.2648,1.4694,8.5746,0,m,caenorhabditis_elegans,2,1.3671
281,1.9995,2.2041,18.2838,0,m,caenorhabditis_elegans,2,2.1018
283,2.1669,2.3622,16.6749,0,m,caenorhabditis_elegans,2,2.26455
286,1.7298000000000002,1.7019,12.3783,0,m,caenorhabditis_elegans,2,1.71585
287,1.8507,1.8786,14.256900000000002,0,m,caenorhabditis_elegans,2,1.8646500000000001
288,1.8042,1.7298000000000002,16.758599999999998,0,m,caenorhabditis_elegans,2,1.7670000000000001
289,2.325,2.2506,19.0464,0,m,caenorhabditis_elegans,2,2.2878
290,2.6133,2.6133,19.5393,0,m,caenorhabditis_elegans,2,2.6133
291,2.65188,3.2825100000000003,18.9189,0,m,caenorhabditis_elegans,2,2.9671950000000002
293,2.27997,1.89189,18.02955,0,m,caenorhabditis_elegans,2,2.0859300000000003
295,1.98891,2.24763,14.213430000000002,0,m,caenorhabditis_elegans,2,2.11827
296,3.47655,3.1693200000000004,23.834580000000006,0,m,caenorhabditis_elegans,2,3.322935
297,0.7114800000000001,,5.6595,0,m,caenorhabditis_elegans,2,0.7114800000000001
298,0.6791400000000001,0.6791400000000001,7.163310000000001,0,m,caenorhabditis_elegans,2,0.6791400000000001
299,2.2961400000000003,2.49018,18.1104,0,m,caenorhabditis_elegans,2,2.39316
300,0.0,0.0,6.904590000000002,0,m,caenorhabditis_elegans,2,0.0
301,0.9702,0.93786,10.219439999999999,0,m,caenorhabditis_elegans,2,0.9540299999999999
302,,,10.81773,0,m,caenorhabditis_elegans,2,
303,3.5250600000000003,3.05613,34.86252,0,m,caenorhabditis_elegans,2,3.290595
304,,,8.602440000000001,0,m,caenorhabditis_elegans,2,
306,1.9404,1.84338,12.17601,0,m,caenorhabditis_elegans,2,1.89189
308,2.81358,2.70039,18.69252,0,m,caenorhabditis_elegans,2,2.7569850000000002
309,,,7.292670000000001,0,m,caenorhabditis_elegans,2,
310,2.86209,2.70039,35.39613000000001,0,m,caenorhabditis_elegans,2,2.78124
311,,,5.675669999999999,0,m,caenorhabditis_elegans,2,
312,,,5.5139700000000005,0,m,caenorhabditis_elegans,2,
313,3.0076200000000006,2.9106,36.188460000000006,0,m,caenorhabditis_elegans,2,2.9591100000000004
314,2.1021,2.1021,14.779380000000002,0,m,caenorhabditis_elegans,2,2.1021
316,3.47655,2.70039,19.355490000000003,0,m,caenorhabditis_elegans,2,3.08847
318,1.3744500000000002,1.0833899999999999,11.69091,0,m,caenorhabditis_elegans,2,1.22892
319,1.3744500000000002,1.5846600000000002,11.351339999999999,0,m,caenorhabditis_elegans,2,1.4795550000000002
320,1.6816799999999998,1.71402,10.09008,0,m,caenorhabditis_elegans,2,1.6978499999999999
322,3.13698,3.0076200000000006,36.770579999999995,0,m,caenorhabditis_elegans,2,3.0723000000000003
323,1.89189,1.71402,13.9062,0,m,caenorhabditis_elegans,2,1.802955
324,1.85955,1.2936,10.623690000000002,0,m,caenorhabditis_elegans,2,1.576575
325,1.82721,1.82721,12.434730000000002,0,m,caenorhabditis_elegans,2,1.82721
326,3.2178299999999997,2.81358,23.462670000000003,0,m,caenorhabditis_elegans,2,3.0157049999999996
328,2.24763,1.89189,12.83898,0,m,caenorhabditis_elegans,2,2.06976
329,1.89189,1.84338,11.02794,0,m,caenorhabditis_elegans,2,1.867635
330,1.89189,1.71402,11.33517,0,m,caenorhabditis_elegans,2,1.802955
331,0.93786,,8.974350000000003,0,m,caenorhabditis_elegans,2,0.93786
332,1.5199799999999999,1.5846600000000002,8.06883,0,m,caenorhabditis_elegans,2,1.55232
334,1.2936,,10.85007,0,m,caenorhabditis_elegans,2,1.2936
335,,,5.78886,0,m,caenorhabditis_elegans,2,
347,16.8,14.8,93.8,0,m,cerebratulus_marginatus,3,15.8
348,15.8,15.2,96.7,0,m,cerebratulus_marginatus,3,15.5
349,13.0,12.9,100.1,0,m,cerebratulus_marginatus,3,12.95
350,14.5,14.6,97.1,0,m,cerebratulus_marginatus,3,14.55
351,13.0,13.0,93.2,0,m,cerebratulus_marginatus,3,13.0
352,11.8,12.0,102.0,0,m,cerebratulus_marginatus,3,11.9
353,14.2,14.1,97.5,0,m,cerebratulus_marginatus,3,14.149999999999999
361,11.4,13.2,74.0,0,m,cerebratulus_marginatus,3,12.3
362,11.9,12.2,75.5,0,m,cerebratulus_marginatus,3,12.05
363,13.5,15.2,74.7,0,m,cerebratulus_marginatus,3,14.35
364,13.5,13.6,73.9,0,m,cerebratulus_marginatus,3,13.55
365,6.4,6.7,57.0,0,m,cerebratulus_marginatus,3,6.550000000000001
367,6.0,8.6,47.5,0,m,cerebratulus_marginatus,3,7.3
368,6.4,5.8,62.9,0,m,cerebratulus_marginatus,3,6.1
369,5.2,4.9,57.4,0,m,cerebratulus_marginatus,3,5.050000000000001
370,5.4,5.9,54.3,0,m,cerebratulus_marginatus,3,5.65
371,5.7,5.9,55.1,0,m,cerebratulus_marginatus,3,5.800000000000001
372,5.1,4.9,38.9,0,m,cerebratulus_marginatus,3,5.0
375,4.4,4.3,37.8,0,m,cerebratulus_marginatus,3,4.35
376,4.8,5.3,38.4,0,m,cerebratulus_marginatus,3,5.05
379,8.0,6.0,39.1,0,m,cerebratulus_marginatus,3,7.0
382,2.4,3.6,19.8,0,m,cerebratulus_marginatus,3,3.0
384,4.1,3.2,26.6,0,m,cerebratulus_marginatus,3,3.65
385,7.4,8.9,48.5,0,m,cerebratulus_marginatus,3,8.15
386,6.5,5.5,35.2,0,m,cerebratulus_marginatus,3,6.0
387,5.4,5.8,38.0,0,m,cerebratulus_marginatus,3,5.6
388,4.7,4.4,26.3,0,m,cerebratulus_marginatus,3,4.550000000000001
389,4.1,3.9,29.0,0,m,cerebratulus_marginatus,3,4.0
390,3.3,3.0,27.7,0,m,cerebratulus_marginatus,3,3.15
391,3.7,4.3,36.1,0,m,cerebratulus_marginatus,3,4.0
392,3.0,2.5,25.4,0,m,cerebratulus_marginatus,3,2.75
393,3.8,4.4,35.2,0,m,cerebratulus_marginatus,3,4.1
394,4.7,4.6,36.2,0,m,cerebratulus_marginatus,3,4.65
395,11.83644,12.22452,114.41892,0,m,ciona_intestinalis,4,12.03048
396,11.108789999999999,14.27811,115.25976000000001,0,m,ciona_intestinalis,4,12.693449999999999
397,13.03302,10.33263,113.41638,0,m,ciona_intestinalis,4,11.682825000000001
398,12.75813,11.4807,121.29117,0,m,ciona_intestinalis,4,12.119415
399,16.60659,15.99213,141.6492,0,m,ciona_intestinalis,4,16.29936
400,13.72833,14.05173,154.18095,0,m,ciona_intestinalis,4,13.89003
401,14.35896,13.71216,86.91375000000002,0,m,ciona_intestinalis,4,14.03556
403,12.111330000000002,14.05173,109.56792000000002,0,m,ciona_intestinalis,4,13.08153
404,14.35896,12.434730000000002,95.61321,0,m,ciona_intestinalis,4,13.396845
405,13.06536,16.91382,106.20456000000001,0,m,ciona_intestinalis,4,14.98959
406,13.356420000000002,13.987050000000002,95.98512,0,m,ciona_intestinalis,4,13.671735000000002
407,13.388760000000001,10.78539,112.97979,0,m,ciona_intestinalis,4,12.087075
408,9.50796,11.73942,112.67256,0,m,ciona_intestinalis,4,10.62369
409,10.154760000000001,9.84753,97.23021,0,m,ciona_intestinalis,4,10.001145000000001
410,96.3732,11.72325,91.45752000000002,0,m,ciona_intestinalis,4,54.048225
411,16.962329999999998,18.530820000000002,115.56699000000002,0,m,ciona_intestinalis,4,17.746575
412,17.285729999999997,17.23722,118.55844000000002,0,m,ciona_intestinalis,4,17.261474999999997
413,,,115.56699000000002,0,m,ciona_intestinalis,4,
417,,,105.81648,0,m,ciona_intestinalis,4,
420,10.154760000000001,9.84753,113.14149000000002,0,m,ciona_intestinalis,4,10.001145000000001
421,16.105320000000003,,92.29836,0,m,ciona_intestinalis,4,16.105320000000003
422,9.99306,15.57171,90.21243,0,m,ciona_intestinalis,4,12.782385
425,4.6569600000000015,5.287590000000002,70.01610000000001,0,m,ciona_intestinalis,4,4.9722750000000016
426,4.624619999999999,3.2178299999999997,77.59983000000001,0,m,ciona_intestinalis,4,3.9212249999999997
427,2.5548599999999997,3.76761,87.68991,0,m,ciona_intestinalis,4,3.1612349999999996
428,3.3633599999999997,3.99399,83.50188,0,m,ciona_intestinalis,4,3.678675
429,7.9233,7.325010000000001,63.49959000000001,0,m,ciona_intestinalis,4,7.624155
430,9.29775,7.98798,68.28591,0,m,ciona_intestinalis,4,8.642865
431,5.48163,5.12589,65.56935,0,m,ciona_intestinalis,4,5.3037600000000005
432,5.610990000000001,5.12589,50.06232000000001,0,m,ciona_intestinalis,4,5.3684400000000005
434,11.286660000000001,9.006689999999999,57.856260000000006,0,m,ciona_intestinalis,4,10.146675
435,7.389690000000001,5.9990700000000015,66.39402000000001,0,m,ciona_intestinalis,4,6.694380000000001
436,6.4356599999999995,7.84245,69.95142000000001,0,m,ciona_intestinalis,4,7.139055
439,10.300289999999999,10.5105,94.40046,0,m,ciona_intestinalis,4,10.405394999999999
440,4.786320000000001,5.48163,52.39080000000001,0,m,ciona_intestinalis,4,5.133975
441,4.592280000000001,3.83229,43.83687000000001,0,m,ciona_intestinalis,4,4.2122850000000005
442,5.31993,5.31993,51.37209,0,m,ciona_intestinalis,4,5.31993
443,6.93693,6.27396,49.383179999999996,0,m,ciona_intestinalis,4,6.605445
448,5.80503,6.6297000000000015,54.169500000000006,0,m,ciona_intestinalis,4,6.217365000000001
449,4.6569600000000015,5.25525,45.1143,0,m,ciona_intestinalis,4,4.956105000000001
450,5.918220000000002,5.6595,45.63174,0,m,ciona_intestinalis,4,5.7888600000000014
455,5.756520000000001,5.643330000000001,54.13716000000001,0,m,ciona_intestinalis,4,5.699925
457,3.2178299999999997,3.3310200000000005,34.571459999999995,0,m,ciona_intestinalis,4,3.274425
458,4.18803,4.43058,43.0122,0,m,ciona_intestinalis,4,4.309305
459,4.8186599999999995,4.49526,40.27947,0,m,ciona_intestinalis,4,4.65696
460,5.31993,4.931850000000002,54.153330000000004,0,m,ciona_intestinalis,4,5.125890000000001
461,5.41695,4.6893,59.32773,0,m,ciona_intestinalis,4,5.053125
462,2.5063500000000003,3.4442100000000004,35.26677,0,m,ciona_intestinalis,4,2.9752800000000006
463,5.41695,5.12589,51.19422000000001,0,m,ciona_intestinalis,4,5.27142
464,3.63825,4.43058,40.39266000000001,0,m,ciona_intestinalis,4,4.034415
465,4.2042,3.0884700000000005,30.302580000000006,0,m,ciona_intestinalis,4,3.6463350000000005
466,6.241620000000001,6.4356599999999995,43.88538,0,m,ciona_intestinalis,4,6.33864
467,4.43058,4.6569600000000015,42.5271,0,m,ciona_intestinalis,4,4.54377
469,4.1071800000000005,3.47655,41.89647000000001,0,m,ciona_intestinalis,4,3.7918650000000005
470,3.7191,4.26888,35.202090000000005,0,m,ciona_intestinalis,4,3.99399
471,2.45784,2.1021,32.30766000000001,0,m,ciona_intestinalis,4,2.27997
472,4.15569,2.9106,36.20463,0,m,ciona_intestinalis,4,3.533145
474,7.09863,6.904590000000002,49.01127000000001,0,m,ciona_intestinalis,4,7.001610000000001
475,6.0799199999999995,6.37098,49.90062,0,m,ciona_intestinalis,4,6.22545
477,10.2,11.9,150.8,0,m,ciona_intestinalis,4,11.05
480,17.3,12.2,175.1,0,m,ciona_intestinalis,4,14.75
481,17.7,11.2,178.7,0,m,ciona_intestinalis,4,14.45
482,4.3,3.1,37.9,0,m,ciona_intestinalis,4,3.7
483,4.4,4.2,39.5,0,m,ciona_intestinalis,4,4.300000000000001
484,6.7,7.3,46.0,0,m,ciona_intestinalis,4,7.0
488,5.610990000000001,1.84338,56.96691000000001,0,m,helobdella_robusta,5,3.7271850000000004
489,8.052660000000001,5.287590000000002,103.56885,0,m,helobdella_robusta,5,6.670125000000001
491,2.19912,,30.092370000000006,0,m,helobdella_robusta,5,2.19912
492,2.1021,,22.26609,0,m,helobdella_robusta,5,2.1021
493,4.98036,,80.93085,0,m,helobdella_robusta,5,4.98036
494,12.111330000000002,12.67728,120.7899,0,m,helobdella_robusta,5,12.394305000000001
495,7.066290000000001,6.241620000000001,109.09899,0,m,helobdella_robusta,5,6.653955000000002
496,,,38.11269,0,m,helobdella_robusta,5,
497,2.2961400000000003,,26.987730000000006,0,m,helobdella_robusta,5,2.2961400000000003
499,4.705470000000001,5.0935500000000005,67.99485,0,m,helobdella_robusta,5,4.899510000000001
500,11.12496,8.667119999999999,116.08443,0,m,helobdella_robusta,5,9.89604
502,4.39824,3.76761,24.513720000000003,0,m,helobdella_robusta,5,4.082925
503,,,8.198189999999999,0,m,helobdella_robusta,5,
504,6.241620000000001,9.13605,147.43806,0,m,helobdella_robusta,5,7.688835
505,,,28.685579999999998,0,m,helobdella_robusta,5,
506,4.624619999999999,4.091010000000002,28.39452,0,m,helobdella_robusta,5,4.357815
507,3.05613,3.896970000000001,49.01127000000001,0,m,helobdella_robusta,5,3.4765500000000005
508,3.3957,3.2825100000000003,18.78954,0,m,helobdella_robusta,5,3.339105
509,,,52.11591000000001,0,m,helobdella_robusta,5,
510,4.72164,3.686760000000001,27.456660000000007,0,m,helobdella_robusta,5,4.2042
511,5.04504,3.83229,47.91171000000001,0,m,helobdella_robusta,5,4.438665
512,10.461990000000002,13.0977,225.5715,0,m,helobdella_robusta,5,11.779845000000002
513,,,10.75305,0,m,helobdella_robusta,5,
514,9.184560000000001,9.83136,152.66097000000005,0,m,helobdella_robusta,5,9.50796
515,5.643330000000001,5.5786500000000006,105.86499000000002,0,m,helobdella_robusta,5,5.610990000000001
517,5.25525,4.2527099999999995,34.83018000000001,0,m,helobdella_robusta,5,4.75398
518,,,12.434730000000002,0,m,helobdella_robusta,5,
520,5.6595,5.287590000000002,84.66611999999999,0,m,helobdella_robusta,5,5.473545000000001
521,2.78124,,31.3698,0,m,helobdella_robusta,5,2.78124
522,8.6,13.4,154.1,0,m,helobdella_robusta,5,11.0
523,13.9,12.8,116.0,0,m,helobdella_robusta,5,13.350000000000001
524,6.3,10.2,113.8,0,m,helobdella_robusta,5,8.25
525,11.0,13.6,145.6,0,m,helobdella_robusta,5,12.3
526,8.8,11.8,84.8,0,m,helobdella_robusta,5,10.3
527,18.9,19.5,181.5,0,m,helobdella_robusta,5,19.2
529,17.3,17.5,167.6,0,m,helobdella_robusta,5,17.4
530,9.4,9.7,62.5,0,m,helobdella_robusta,5,9.55
531,10.7,12.3,194.3,0,m,helobdella_robusta,5,11.5
532,13.1,15.5,134.8,0,m,helobdella_robusta,5,14.3
533,12.6,12.8,113.7,0,m,helobdella_robusta,5,12.7
534,4.8,5.5,68.8,0,m,helobdella_robusta,5,5.15
535,6.3,9.4,91.3,0,m,helobdella_robusta,5,7.85
537,5.5,5.5,38.7,0,m,helobdella_robusta,5,5.5
539,7.8,11.2,143.1,0,m,helobdella_robusta,5,9.5
540,7.4,9.7,128.1,0,m,helobdella_robusta,5,8.55
541,14.9,12.7,156.3,0,m,helobdella_robusta,5,13.8
542,15.5,15.5,112.1,0,m,helobdella_robusta,5,15.5
543,14.5,13.1,155.9,0,m,helobdella_robusta,5,13.8
544,11.76324,10.831180000000002,129.45991999999998,0,m,helobdella_robusta,5,11.29721
545,9.51344,10.89546,234.52558,0,m,helobdella_robusta,5,10.20445
546,4.1782,4.7567200000000005,26.708340000000003,0,m,helobdella_robusta,5,4.467460000000001
547,2.63548,1.4141600000000003,26.00126,0,m,helobdella_robusta,5,2.02482
548,9.06348,7.74574,99.7947,0,m,helobdella_robusta,5,8.40461
549,5.17454,8.25998,144.75856000000002,0,m,helobdella_robusta,5,6.7172600000000005
551,,,31.20794,0,m,helobdella_robusta,5,
552,4.37104,4.7567200000000005,32.847080000000005,0,m,helobdella_robusta,5,4.56388
553,5.078119999999999,6.524420000000001,27.12616,0,m,helobdella_robusta,5,5.801270000000001
555,5.52808,4.8210000000000015,84.04610000000002,0,m,helobdella_robusta,5,5.17454
556,7.2315,4.56388,123.54616000000001,0,m,helobdella_robusta,5,5.89769
557,3.27828,3.1497200000000003,36.51104,0,m,helobdella_robusta,5,3.2140000000000004
559,10.831180000000002,12.79172,168.15648000000004,0,m,helobdella_robusta,5,11.81145
560,10.831180000000002,,143.47296,0,m,helobdella_robusta,5,10.831180000000002
561,8.870640000000002,10.831180000000002,159.80008,0,m,helobdella_robusta,5,9.850910000000002
562,9.3206,9.899120000000002,197.75742,0,m,helobdella_robusta,5,9.609860000000001
563,5.078119999999999,,48.94922,0,m,helobdella_robusta,5,5.078119999999999
564,11.82752,21.983760000000004,160.50716,0,m,helobdella_robusta,5,16.905640000000002
565,9.57772,10.25266,132.54536000000002,0,m,helobdella_robusta,5,9.915189999999999
566,8.16356,5.20668,87.0994,0,m,helobdella_robusta,5,6.68512
567,7.74574,5.27096,64.31214,0,m,helobdella_robusta,5,6.50835
568,13.1774,8.25998,130.84194000000002,0,m,helobdella_robusta,5,10.71869
569,8.32426,8.25998,89.89558000000001,0,m,helobdella_robusta,5,8.29212
570,6.910100000000001,8.32426,153.56492,0,m,helobdella_robusta,5,7.617180000000001
571,12.47032,14.559420000000001,194.35058000000004,0,m,helobdella_robusta,5,13.51487
573,3.05613,2.61954,26.85837,0,m,Strongylocentrotus_purpuratus,6,2.837835
574,2.1021,,24.723930000000006,0,m,Strongylocentrotus_purpuratus,6,2.1021
577,2.1021,2.19912,38.08035,0,m,Strongylocentrotus_purpuratus,6,2.1506100000000004
579,2.03742,2.34465,29.332380000000004,0,m,Strongylocentrotus_purpuratus,6,2.1910350000000003
580,2.3931600000000004,2.19912,34.29657,0,m,Strongylocentrotus_purpuratus,6,2.2961400000000003
581,2.34465,2.34465,33.40722,0,m,Strongylocentrotus_purpuratus,6,2.34465
582,2.34465,2.24763,30.221730000000004,0,m,Strongylocentrotus_purpuratus,6,2.2961400000000003
583,2.3931600000000004,2.24763,28.879620000000003,0,m,Strongylocentrotus_purpuratus,6,2.3203950000000004
584,1.2936,1.98891,30.787679999999998,0,m,Strongylocentrotus_purpuratus,6,1.6412550000000001
585,2.45784,2.2961400000000003,26.43795,0,m,Strongylocentrotus_purpuratus,6,2.37699
592,2.3123099999999996,1.6816799999999998,24.52989,0,m,Strongylocentrotus_purpuratus,6,1.9969949999999996
593,3.05613,2.3931600000000004,31.95192,0,m,Strongylocentrotus_purpuratus,6,2.724645
594,2.5063500000000003,2.34465,32.5017,0,m,Strongylocentrotus_purpuratus,6,2.4255000000000004
